Type,StatusReason,City,Zip,state,Latitude,Longitude
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,PRIOR DISCIPLINE,MERIDEN,06450,CT,41.536777,-72.794543
INDIVIDUAL,CURRENT,STAMFORD,069020611,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,EAST HAVEN,065121546,CT,41.293453,-72.858994
INDIVIDUAL,CURRENT,DANBURY,068104146,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NORTH HAVEN,06473,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,NEW BRITAIN,06052,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW HAVEN,065116624,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,DERBY,064181326,CT,41.326124,-73.082574
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NORTH HAVEN,06473,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,WILLIMANTIC,06226,CT,41.716557,-72.211733
INDIVIDUAL,CURRENT,COS COB,06807,CT,41.048595,-73.591901
INDIVIDUAL,CURRENT,BETHEL,06801,CT,41.360293,-73.413942
INDIVIDUAL,CURRENT,TORRINGTON,067906679,CT,41.8342,-73.13147
INDIVIDUAL,CURRENT,NEW HAVEN,065112114,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,061071116,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NORWALK,068503815,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,STAMFORD,06907,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065115991,CT,41.310809,-72.924953
INDIVIDUAL,PRIOR DISCIPLINE,WATERBURY,067082460,CT,41.5585,-73.036685
INDIVIDUAL,PRIOR DISCIPLINE,WEST HARTFORD,061073443,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,PRIOR DISCIPLINE,MERIDEN,06450,CT,41.536777,-72.794543
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,NEWINGTON,061112630,CT,41.686993,-72.730839
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,MIDDLETOWN,064574783,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,HARTFORD,06120,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WATERBURY,06708,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,ORANGE,064772012,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,GREENWICH,06831,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,NEW HAVEN,065115605,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,OLD GREENWICH,06870,CT,41.020119,-73.567675
INDIVIDUAL,CURRENT,DANBURY,068113884,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,RIDGEFIELD,068774838,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,NEW HAVEN,065191304,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,EAST HARTFORD,06108,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,NORWICH,06360,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,SOMERS,06071,CT,41.991685,-72.445123
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,PRIOR DISCIPLINE,STAMFORD,06904,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,065191193,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WATERBURY,06705,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,NEW HAVEN,06880,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WATERFORD,06385,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,WETHERSFIELD,061093514,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,NEW HAVEN,065208063,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,MIDDLETOWN,064574759,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,WEATOGUE,06089,CT,41.847241,-72.829769
INDIVIDUAL,CURRENT,WEST HARTFORD,061172931,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061065523,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HARTFORD,06119,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,069024536,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,06520,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WATERBURY,06708,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,SHELTON,064846274,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,NEW LONDON,06320,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,NEW HAVEN,065208064,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065103218,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065152627,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GREENWICH,068315151,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,SOUTHPORT,068901473,CT,41.13494,-73.287125
INDIVIDUAL,CURRENT,GREENWICH,068306511,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,MIDDLETOWN,064574747,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065102715,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061028000,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061065501,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEATOGUE,06089,CT,41.847241,-72.829769
INDIVIDUAL,CURRENT,WATERTOWN,067951747,CT,41.601155,-73.121468
INDIVIDUAL,CURRENT,DANBURY,06811,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,WEST HARTFORD,061172500,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,GREENWICH,068315151,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,WEST HARTFORD,06119,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NORTH HAVEN,06473,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,WATERTOWN,06795,CT,41.601155,-73.121468
INDIVIDUAL,CURRENT,MYSTIC,06355,CT,41.355976,-71.955882
INDIVIDUAL,CURRENT,COLCHESTER,064150130,CT,41.577592,-72.332742
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WATERBURY,06721,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WEST SIMSBURY,06092,CT,41.87573,-72.845071
INDIVIDUAL,CURRENT,NORWALK,06856,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,NEW CANAAN,068403812,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,GREENWICH,068511080,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,STAMFORD,069023602,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,MERIDEN,06450,CT,41.536777,-72.794543
INDIVIDUAL,CURRENT,PUTNAM,06260,CT,41.916752,-71.910703
INDIVIDUAL,CURRENT,NEW LONDON,063204956,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,NEW BRITAIN,06051,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW LONDON,063204700,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,WESTON,068832510,CT,41.203236,-73.378781
INDIVIDUAL,CURRENT,MANCHESTER,06040,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,EAST HARTFORD,06108,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,COS COB,06807,CT,41.048595,-73.591901
INDIVIDUAL,CURRENT,NORWALK,068552703,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,DANBURY,068105036,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,WEST HARTFORD,06119,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW LONDON,06320,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,BRIDGEPORT,06610,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,NORWALK,068515014,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,HARTFORD,061051208,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,OLD GREENWICH,068701427,CT,41.020119,-73.567675
INDIVIDUAL,CURRENT,WETHERSFIELD,061094227,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,MIDDLETOWN,064574700,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,NORWALK,06854,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,NORWALK,06851,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,NEW HAVEN,065103206,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,DANBURY,068106268,CT,41.398741,-73.478103
INDIVIDUAL,PRIOR DISCIPLINE,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,PRIOR DISCIPLINE,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,MERIDEN,06451,CT,41.536777,-72.794543
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065116662,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,RIDGEFIELD,068774665,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,NEW HAVEN,065208064,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HAVEN,065164314,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW MILFORD,06776,CT,41.580295,-73.403934
INDIVIDUAL,CURRENT,NEW HAVEN,065103221,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEATOGUE,06089,CT,41.847241,-72.829769
INDIVIDUAL,CURRENT,STAMFORD,069055360,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,HARTFORD,06102,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,BRISTOL,06010,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HAVEN,065164694,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,MANCHESTER,060404131,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,GREENWICH,068304608,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,06515,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW BRITAIN,060521396,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,WEST HARTFORD,061102509,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST SIMSBURY,060922628,CT,41.87573,-72.845071
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,NEW HAVEN,065191124,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,MANCHESTER,06042,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,NEW HAVEN,065208059,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065116662,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065103206,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061028000,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,COS COB,068072132,CT,41.048595,-73.591901
INDIVIDUAL,CURRENT,MYSTIC,06355,CT,41.355976,-71.955882
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,MERIDEN,06450,CT,41.536777,-72.794543
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,SHELTON,064844665,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,SHELTON,064844665,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,SOUTHPORT,06890,CT,41.13494,-73.287125
INDIVIDUAL,CURRENT,NORWALK,06851,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,WEST HARTFORD,061101426,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,HARTFORD,06102,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,STAMFORD,069055143,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NORWICH,063607403,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,DANBURY,068106268,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,OLD GREENWICH,06870,CT,41.020119,-73.567675
INDIVIDUAL,CURRENT,NEW HAVEN,06519,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06520,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065208039,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,SOUTHPORT,068901091,CT,41.13494,-73.287125
INDIVIDUAL,CURRENT,STAMFORD,069034821,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NORWICH,06360,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,HARTFORD,06103,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NORWICH,06360,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065103206,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GREENWICH,068304608,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,DANBURY,068104151,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NORTH HAVEN,06473,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,NEW HAVEN,065133733,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEWINGTON,06111,CT,41.686993,-72.730839
INDIVIDUAL,CURRENT,MANCHESTER,060423541,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,NEW HAVEN,065208059,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,MIDDLETOWN,064572762,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,HARTFORD,061062553,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065112529,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GREENWICH,068304608,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065103206,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,069032318,CT,41.079611,-73.54608
INDIVIDUAL,PRIOR DISCIPLINE,WATERBURY,06708,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,NEW HAVEN,065103206,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NORWALK,06850,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,NEW LONDON,06320,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,MYSTIC,063554041,CT,41.355976,-71.955882
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,WATERBURY,067082613,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,RIDGEFIELD,068774623,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,DANBURY,068107832,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,BRISTOL,060103969,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,WEST HARTFORD,061172055,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WEATOGUE,06089,CT,41.847241,-72.829769
INDIVIDUAL,CURRENT,NEW BRITAIN,06051,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,MERIDEN,064512121,CT,41.536777,-72.794543
INDIVIDUAL,CURRENT,BRIDGEPORT,066064201,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW BRITAIN,060534325,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,STAMFORD,069053956,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,RIDGEFIELD,068774129,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,NEW HAVEN,065112309,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06519,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,SOUTHPORT,068903045,CT,41.13494,-73.287125
INDIVIDUAL,CURRENT,BRIDGEPORT,066102805,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,WATERTOWN,06795,CT,41.601155,-73.121468
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,RIDGEFIELD,068771000,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,RIVERSIDE,068781430,CT,41.030093,-73.583719
INDIVIDUAL,CURRENT,NEW HAVEN,065191313,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,SHARON,060692096,CT,41.879026,-73.46163
INDIVIDUAL,CURRENT,HARTFORD,061052368,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065208064,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,EAST HARTFORD,06108,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NORWICH,06360,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,NEWINGTON,061112631,CT,41.686993,-72.730839
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HARTFORD,061191020,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,06519,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,NEW LONDON,063205544,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,HARTFORD,06112,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,HARTFORD,061051702,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW LONDON,063204700,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,WEST HARTFORD,061192122,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,COLCHESTER,06415,CT,41.577592,-72.332742
INDIVIDUAL,CURRENT,NEW HAVEN,065112205,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,RIDGEFIELD,06877,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06519,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,WATERFORD,06385,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065207900,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,069023544,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,BRIDGEPORT,066064237,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,BRISTOL,06010,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,KENSINGTON,06037,CT,41.625618,-72.768722
INDIVIDUAL,CURRENT,BRIDGEPORT,06610,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,HARTFORD,061065528,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,MANCHESTER,060407008,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,WEST HARTFORD,061172508,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WEST HARTFORD,061071706,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,NEW HAVEN,065152020,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NORTH HAVEN,06473,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,BRIDGEPORT,06605,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,NORWALK,06851,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,HIGGANUM,064414265,CT,41.490703,-72.557768
INDIVIDUAL,CURRENT,NEW BRITAIN,060522016,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW HAVEN,065208064,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STORRS,062682220,CT,41.808938,-72.251617
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
